url,Source,Authors(Temp),filename,Date,Title,institutional author,translators,tags,page_type,_date_parsed,_authors,_word_count,_total_matches,_matched_terms,_term_TERM_002,_term_TERM_002_per1k,_term_TERM_005,_term_TERM_005_per1k,_term_TERM_011,_term_TERM_011_per1k,_term_TERM_014,_term_TERM_014_per1k,_term_TERM_010,_term_TERM_010_per1k,_term_TERM_007,_term_TERM_007_per1k,_term_TERM_004,_term_TERM_004_per1k,_term_TERM_013,_term_TERM_013_per1k,_term_TERM_017,_term_TERM_017_per1k,_term_TERM_001,_term_TERM_001_per1k,_term_TERM_018,_term_TERM_018_per1k,_term_TERM_012,_term_TERM_012_per1k,_term_TERM_019,_term_TERM_019_per1k,_term_TERM_015,_term_TERM_015_per1k,_term_TERM_003,_term_TERM_003_per1k,_term_TERM_016,_term_TERM_016_per1k,_term_TERM_009,_term_TERM_009_per1k,_term_TERM_006,_term_TERM_006_per1k,_term_TERM_008,_term_TERM_008_per1k
https://www.mekomit.co.il/סמוטריץ-מבקש-מחיר-בדם-והממשלה-נעתרת/,LocalCall,אורן זיו|מירון רפופורט,www_mekomit_co_il_d7a1d79ed795d798d7a8d799d7a5-d79ed791d7a7d7a9-d79ed797d799d7a8-d791d793d79d-d795d7.html,2025-1-23,"סמוטריץ' מבקש מחיר בדם, והממשלה נעתרת - שיחה מקומית",,,,,2025-01-23,oren_ziv | meron_rapoport,3043,6,"Zionism (4), Occupation (2)",,,4.0,1.3145,,,,,2.0,0.6572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/כך-הפכתי-ללקוחה-שבויה-של-סל-שיקום/,LocalCall,מיכל בסן,www_mekomit_co_il_d79bd79a-d794d7a4d79bd7aad799-d79cd79cd7a7d795d797d794-d7a9d791d795d799d794-d7a9d7.html,2015-9-29,"כך הפכתי ללקוחה שבויה של ""סל שיקום"" - שיחה מקומית",,,,,2015-09-29,מיכל_בסן,2157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/לאחר-מותו-שמואל-הלוי-וואזנר/,LocalCall,אלי ביתאן,www_mekomit_co_il_d79cd790d797d7a8-d79ed795d7aad795-d7a9d79ed795d790d79c-d794d79cd795d799-d795d795d7.html,2015-4-5,הגדול החרדי המוסכם האחרון: לאחר מותו של הרב שמואל הלוי וואזנר - שיחה מקומית,,,,,2015-04-05,eli_bitan,3134,4,Zionism (4),,,4.0,1.2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/הרשימה-המשותפת-חייבת-ללמוד-לשחק-במגרש/,LocalCall,אמג'ד עיראקי,www_mekomit_co_il_d794d7a8d7a9d799d79ed794-d794d79ed7a9d795d7aad7a4d7aa-d797d799d799d791d7aa-d79cd79_1.html,2015-12-20,הרשימה המשותפת חייבת ללמוד לשחק במגרש של הגדולים - שיחה מקומית,,,,,2015-12-20,amjad_iraqi,1645,8,"Zionism (2), Occupation (6)",,,2.0,1.2158,,,,,6.0,3.6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/בחירות-של-תקווה/,LocalCall,חגי מטר,www_mekomit_co_il_d791d797d799d7a8d795d7aa-d7a9d79c-d7aad7a7d795d795d794_.html,2015-3-16,בחירות של תקווה - שיחה מקומית,,,,,2015-03-16,haggai_matar,1558,6,"Zionism (4), Occupation (2)",,,4.0,2.5674,,,,,2.0,1.2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/השמאל-והאתוס-ההרסני-של-ההקרבה-העצמית/,LocalCall,מיכאל ספיר,www_mekomit_co_il_d794d7a9d79ed790d79c-d795d794d790d7aad795d7a1-d794d794d7a8d7a1d7a0d799-d7a9d79c-d7.html,2020-5-26,השמאל והאתוס ההרסני של ההקרבה העצמית - שיחה מקומית,,,,,2020-05-26,מיכאל_ספיר,1841,2,Occupation (2),,,,,,,,,2.0,1.0864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/המסגדים-היו-המרחב-הציבורי-היחיד-בסורי/,LocalCall,אליזבט צורקוב,www_mekomit_co_il_d794d79ed7a1d792d793d799d79d-d794d799d795-d794d79ed7a8d797d791-d794d7a6d799d791d79.html,2021-4-29,"המסגדים היו המרחב הציבורי היחיד בסוריה, לכן אסד נלחם בהם - שיחה מקומית",,,,,2021-04-29,elizabeth_tsurkov,2175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/גלעד-ארדן-נגד-פייסבוק/,LocalCall,סבסטיאן בן דניאל (ג'ון בראון),www_mekomit_co_il_d792d79cd7a2d793-d790d7a8d793d79f-d7a0d792d793-d7a4d799d799d7a1d791d795d7a7_.html,2016-7-3,"במקום להשתלח בצוקרברג, על ארדן להפנות את טענותיו לצה""ל - שיחה מקומית",,,,,2016-07-03,sebastian_ben_daniel_john_brown,1334,2,Occupation (2),,,,,,,,,2.0,1.4993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/קריאה-משותפת-צמצום-פערים/,LocalCall,גיל גרטל,www_mekomit_co_il_d7a7d7a8d799d790d794-d79ed7a9d795d7aad7a4d7aa-d7a6d79ed7a6d795d79d-d7a4d7a2d7a8d79.html,2025-7-17,קריאה משותפת עם הילדים: הכוח של ההורים לצמצם פערים - שיחה מקומית,,,,,2025-07-17,gil_gertel,2298,2,Zionism (2),,,2.0,0.8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/שכחנו-את-מורות-מורי-הקבלן/,LocalCall,גיל גרטל,www_mekomit_co_il_d7a9d79bd797d7a0d795-d790d7aa-d79ed795d7a8d795d7aa-d79ed795d7a8d799-d794d7a7d791d7.html,2017-5-26,הי! שוב פעם שכחנו את מורות ומורי הקבלן - שיחה מקומית,,,,,2017-05-26,gil_gertel,1937,2,Occupation (2),,,,,,,,,2.0,1.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/ישראל-והחונטה-הצבאית-ביוון-יחסים-של-קר/,LocalCall,איתי מק,www_mekomit_co_il_d799d7a9d7a8d790d79c-d795d794d797d795d7a0d798d794-d794d7a6d791d790d799d7aa-d791d79.html,2019-7-28,"ישראל והחונטה הצבאית ביוון: נשק, נפט וקרבה אידיאולוגית - שיחה מקומית",,,,,2019-07-28,adv_itai_mack,7121,2,Massacre (2),,,,,,,2.0,0.2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/חטא-ההיבריס-של-המנהיגים-הדרוזים/,LocalCall,פאדי מקלדה,www_mekomit_co_il_d797d798d790-d794d794d799d791d7a8d799d7a1-d7a9d79c-d794d79ed7a0d794d799d792d799d79.html,2020-5-20,חטא ההיבריס של המנהיגים הדרוזים - שיחה מקומית,,,,,2020-05-20,פאדי_מקלדה,1182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/ביאס-אותי-שמחאו-לנו-כפיים-אנחנו-רק-ציצ/,LocalCall,לילך בן דוד,www_mekomit_co_il_d791d799d790d7a1-d790d795d7aad799-d7a9d79ed797d790d795-d79cd7a0d795-d79bd7a4d799d7.html,2020-7-25,"ביאס אותי שמחאו לנו כפיים, אנחנו רק ציצים, לא הנושא"" - שיחה מקומית",,,,,2020-07-25,lilach_ben_david,2103,6,Occupation (6),,,,,,,,,6.0,2.8531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/טראומה-ייחודית-בעוצמתה-ילדים-בעזה-וב/,LocalCall,רועי כהן,www_mekomit_co_il_d798d7a8d790d795d79ed794-d799d799d797d795d793d799d7aa-d791d7a2d795d7a6d79ed7aad794.html,2023-11-27,"טראומה ייחודית בעוצמתה"": ילדים בעזה ובישראל מתמודדים עם המלחמה - שיחה מקומית",,,,,2023-11-27,roy_cohen,2886,2,Massacre (2),,,,,,,2.0,0.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/יפיע-אחרי-הטבח-תחושה-של-ייאוש/,LocalCall,אורן זיו,www_mekomit_co_il_d799d7a4d799d7a2-d790d797d7a8d799-d794d798d791d797-d7aad797d795d7a9d794-d7a9d79c-d.html,2023-6-11,"יפיע אחרי הטבח: ""תחושה של ייאוש"" - שיחה מקומית",,,,,2023-06-11,oren_ziv,2421,1,Massacre (1),,,,,,,1.0,0.4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
